DnsLookupTime;TimeOfMeasurement;Url;Path;Ip;Port;ConnectionEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional
1.399;1529086081;www.youtube.com;/;216.58.207.46;443;35.120;200;Q043;
1.035;1529086082;www.litespeedtech.com;/;52.55.120.73;443;207.540;200;Q043;
4.322;1529086683;www.google.com;;216.58.213.228;443;81.746;200;TCP/TLS1.2;
4.227;1529086684;www.youtube.com;;216.58.206.14;443;50.794;200;TCP/TLS1.2;
12.423;1529086684;www.litespeedtech.com;;52.55.120.73;443;328.420;200;TCP/TLS1.2;
1.382;1529086684;www.google.com;/;216.58.213.228;443;51.838;200;Q043;
1.344;1529086684;www.youtube.com;/;216.58.207.46;443;35.313;200;Q043;
1.180;1529086685;www.litespeedtech.com;/;52.55.120.73;443;296.002;200;Q043;
4.294;1529087286;www.google.com;;216.58.213.228;443;83.874;200;TCP/TLS1.2;
4.297;1529087287;www.youtube.com;;216.58.206.14;443;53.092;200;TCP/TLS1.2;
12.456;1529087289;www.litespeedtech.com;;52.55.120.73;443;1339.037;200;TCP/TLS1.2;
1.271;1529087289;www.google.com;/;216.58.213.228;443;51.071;200;Q043;
1.511;1529087289;www.youtube.com;/;172.217.22.78;443;35.979;200;Q043;
1.241;1529087290;www.litespeedtech.com;/;52.55.120.73;443;217.592;200;Q043;
4.300;1529087890;www.google.com;;172.217.16.68;443;82.959;200;TCP/TLS1.2;
4.269;1529087891;www.youtube.com;;172.217.23.142;443;52.495;200;TCP/TLS1.2;
28.535;1529087892;www.litespeedtech.com;;52.55.120.73;443;325.846;200;TCP/TLS1.2;
1.177;1529087892;www.google.com;/;172.217.16.68;443;51.364;200;Q043;
2.685;1529087892;www.youtube.com;/;172.217.23.174;443;35.524;200;Q043;
1.002;1529087893;www.litespeedtech.com;/;52.55.120.73;443;226.615;200;Q043;
4.223;1529088494;www.google.com;;216.58.213.228;443;81.448;200;TCP/TLS1.2;
4.253;1529088495;www.youtube.com;;216.58.206.14;443;73.341;200;TCP/TLS1.2;
12.420;1529088495;www.litespeedtech.com;;52.55.120.73;443;325.468;200;TCP/TLS1.2;
1.261;1529088495;www.google.com;/;216.58.213.228;443;50.437;200;Q043;
2.973;1529088495;www.youtube.com;/;216.58.214.110;443;35.551;200;Q043;
1.180;1529088496;www.litespeedtech.com;/;52.55.120.73;443;214.269;200;Q043;
4.276;1529089097;www.google.com;;172.217.16.68;443;82.633;200;TCP/TLS1.2;
4.264;1529089098;www.youtube.com;;216.58.205.238;443;54.451;200;TCP/TLS1.2;
28.570;1529089098;www.litespeedtech.com;;52.55.120.73;443;311.117;200;TCP/TLS1.2;
1.160;1529089098;www.google.com;/;172.217.16.68;443;51.665;200;Q043;
1.238;1529089098;www.youtube.com;/;172.217.22.14;443;35.064;200;Q043;
0.959;1529089099;www.litespeedtech.com;/;52.55.120.73;443;207.399;200;Q043;
4.284;1529089700;www.google.com;;172.217.16.68;443;82.986;200;TCP/TLS1.2;
4.264;1529089701;www.youtube.com;;216.58.214.78;443;60.591;200;TCP/TLS1.2;
12.419;1529089702;www.litespeedtech.com;;52.55.120.73;443;308.416;200;TCP/TLS1.2;
1.131;1529089702;www.google.com;/;172.217.16.68;443;52.467;200;Q043;
2.763;1529089702;www.youtube.com;/;172.217.21.238;443;35.420;200;Q043;
0.918;1529089703;www.litespeedtech.com;/;52.55.120.73;443;207.671;200;Q043;
4.283;1529090303;www.google.com;;216.58.213.228;443;90.964;200;TCP/TLS1.2;
28.569;1529090304;www.youtube.com;;172.217.23.142;443;53.696;200;TCP/TLS1.2;
12.319;1529090305;www.litespeedtech.com;;52.55.120.73;443;326.151;200;TCP/TLS1.2;
1.173;1529090305;www.google.com;/;216.58.213.228;443;51.628;200;Q043;
1.247;1529090305;www.youtube.com;/;172.217.21.238;443;34.969;200;Q043;
1.124;1529090306;www.litespeedtech.com;/;52.55.120.73;443;207.558;200;Q043;
4.300;1529090906;www.google.com;;172.217.16.68;443;82.677;200;TCP/TLS1.2;
4.262;1529090907;www.youtube.com;;172.217.21.238;443;53.464;200;TCP/TLS1.2;
12.420;1529090908;www.litespeedtech.com;;52.55.120.73;443;388.345;200;TCP/TLS1.2;
1.340;1529090908;www.google.com;/;172.217.16.68;443;51.680;200;Q043;
1.173;1529090908;www.youtube.com;/;172.217.22.14;443;35.404;200;Q043;
1.008;1529090909;www.litespeedtech.com;/;52.55.120.73;443;219.453;200;Q043;
